;X;year.trail.area.plot;trail.area.plot;latitude;longitude;other_species_present_on_plot;date;surveyors;trail_name;sampling_area;plot;tread_condition_line_1;ease_of_progression_line_1;tread_condition_line_2;ease_of_progression_line_2;tread_condition_line_3;ease_of_progression_line_3;tread_condition_line_4;ease_of_progression_line_4;tread_condition_line_5;ease_of_progression_line_5;tread_condition_line_6;ease_of_progression_line_6;tread_condition_line_7;ease_of_progression_line_7;tread_condition_line_8;ease_of_progression_line_8;tread_condition_line_9;ease_of_progression_line_9;tread_condition_line_10;ease_of_progression_line_10;height_line1_25;height_line1_50;height_line1_100;height_line1_150;height_line2_25;height_line2_50;height_line2_100;height_line2_150cm;height_line3_25;height_line2_50cm;height_line2_100cm;height_line3_150cm;height_line4_25;height_line4_50cm;height_line4_100cm;height_line4_150cm;height_line5_25;height_line5_50cm;height_line5_100cm;height_line5_150cm;height_line6_25;height_line6_50cm;height_line6_100cm;height_line6_150cm;height_line7_25;height_line7_50cm;height_line7_100cm;height_line7_150cm;height_line8_25;height_line8_50cm;height_line8_100cm;height_line8_150cm;height_line9_;height_line9_50cm;height_line9_100cm;height_line9_150cm;height_line10_25;height_line10_50cm;height_line10_100cm;height_line10_150cm; lala; lala; lala
4647;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X150l5mf1;4;8
4648;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X25l6mf1;4;2
4649;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X25l6mf2;2;2
4650;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X50l6mf1;100;0
4651;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X100l6mf1;100;0
4652;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X100l6mf2;2;2
4653;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X100l6mf3;93;3
4654;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X150l6mf1;2;3
4655;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X150l6mf2;93;5
4656;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X25l7mf1;100;0
4657;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X25l7mf2;14;22
4658;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X50l7mf1;100;0
4659;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X50l7mf2;14;19
4660;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X100l7mf1;100;0
4661;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X100l7mf2;14;36
4662;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X150l7mf1;4;7
4663;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X150l7mf2;93;8
4664;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X25l8mf1;100;0
4665;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X50l8mf1;1;0
4666;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X100l8mf1;100;0
4667;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X100l8mf2;19;50
4668;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X150l8mf1;100;0
4669;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X25l9mf1;555;10
4670;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X25l9mf2;100;0
4671;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X50l9mf1;100;0
4672;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X50l9mf2;555;6
4673;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X50l9mf3;14;17
4674;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X100l9mf1;4;3
4675;Line 46;2019.mist.negros.50.1;mist.negros.50.1;38,738967;-27,2802689;60,92,50,54,58,45;30/05/2019;Rui;mist.negros;50;1;Organic soil, litter,vegetation, roots;Technically hard/unpleasant;Organic soil, litter, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, roots;Technically hard/ unpleasant;Organic soil, litter, vegetation, roots;Easy medium;Organic soil, mineral soil,vegetationn roots;Easy Medium;Mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, rock, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Organic soil, mineral soil, litter, vegetation, roots;Technically hard/unpleasant;Mineral soil, litter, vegetation, roots;Technically hard/ unpleasant;10;15;15;15;5;10;40;40;20;40;45;45;15;20;35;65;5;10;15;0;0;0;25;40;5;5;25;55;0;0;0;20;0;0;0;0;5;5;5;5;X100l9mf2;100;1
